"","hHostNameFinal","hMassGrams","PVRcytb_resid"
"415","Mus_spicilegus",13.45,-1.24269988940752
"413","Mus_musculus",19.3,-0.879514145504128
"411","Mus_booduga",13.78,-1.27031149089183
"37","Apodemus_uralensis",18.26,-1.0788563198752
"32","Apodemus_flavicollis",31.6,-0.516200713163126
"36","Apodemus_sylvaticus",21.9,-0.864260787378995
"34","Apodemus_peninsulae",30.07666667,-0.553301484574476
"30","Apodemus_agrarius",21.11,-0.920993090370938
"35","Apodemus_speciosus",43.75,-0.212437412648697
"31","Apodemus_argenteus",30.07666667,-0.599111988509417
"367","Mastomys_huberti",53.24333333,0.135214773149461
"366","Mastomys_erythroleucus",64.07,0.340589802554742
"368","Mastomys_natalensis",41.85,-0.0847370538439989
"365","Mastomys_coucha",53.81,0.151969417342223
"573","Praomys_jacksoni",39.01,-0.257772463588473
"7","Aethomys_namaquensis",57.1,0.352935479819531
"508","Otomys_tropicalis",114.45,1.11053755184457
"507","Otomys_irroratus",114.45,1.10335123318797
"622","Rhabdomys_pumilio",40.73,0.046955875377317
"305","Lemniscomys_striatus",43.65,0.0575652308441049
"304","Lemniscomys_rosalia",49.92,0.20451766331285
"46","Arvicanthis_neumanni",95.8,0.830267234563993
"47","Arvicanthis_niloticus",95.8,0.832283680182047
"6","Aethomys_kaiseri",89.99,0.753005567927374
"174","Dasymys_incomtus",127.75,0.97459601552172
"396","Millardia_meltada",67.17,0.311250086564798
"279","Hydromys_chrysogaster",626.17,2.53669320291638
"157","Cricetomys_emini",1280,2.3640889137645
"158","Cricetomys_gambianus",1267.52,2.35057194055401
"734","Tylomys_nudicaudus",181.65,0.54938505249178
"463","Neotoma_albigula",208.18,1.05017524541516
"465","Neotoma_floridana",249.16,1.25295272725287
"464","Neotoma_cinerea",285.89,1.39968437394622
"469","Neotoma_stephensi",149.22,0.735092545587083
"467","Neotoma_lepida",143.88,0.698531910512931
"468","Neotoma_macrotis",225.74,1.15122777124952
"466","Neotoma_fuscipes",213.26,1.09628936919657
"540","Peromyscus_melanophrys",40,-0.549869451726892
"542","Peromyscus_mexicanus",42.58,-0.478730007192114
"539","Peromyscus_megalops",66.2,-0.0418331773781752
"532","Peromyscus_attwateri",27.9,-0.908501489484352
"543","Peromyscus_truei",27,-0.932033683645245
"533","Peromyscus_boylii",23.9,-1.06578345149456
"536","Peromyscus_gossypinus",27.68,-0.898494892304711
"537","Peromyscus_leucopus",18.07,-1.32362892393504
"538","Peromyscus_maniculatus",19.98,-1.23094348680681
"541","Peromyscus_melanotis",39.59,-0.547692401103144
"535","Peromyscus_eremicus",22.73,-1.10671182484203
"534","Peromyscus_californicus",42.68,-0.478203950629389
"621","Reithrodontomys_mexicanus",15.71,-1.49857654876888
"619","Reithrodontomys_fulvescens",11.55,-1.80511740723128
"620","Reithrodontomys_megalotis",10.72,-1.87253207403668
"496","Onychomys_leucogaster",27.92,-0.920923831723249
"497","Onychomys_torridus",21.68,-1.17557930856426
"55","Baiomys_taylori",7.43,-2.31821255336591
"515","Oxymycterus_rufus",82.01,0.834600665432596
"11","Akodon_simulator",42.5,0.284468211838934
"12","Akodon_varius",40,0.222559719449927
"8","Akodon_azarae",25.27,-0.241805639552726
"9","Akodon_montensis",13.52,-0.866406743628338
"460","Necromys_lasiurus",39.93,0.2000399886883
"461","Necromys_obscurus",40.69,0.21967863667116
"458","Necromys_amoenus",27.09,-0.185546306183697
"1","Abrothrix_longipilis",38.86,0.0514707379394944
"2","Abrothrix_olivaceus",24.52,-0.404428640563288
"254","Graomys_griseoflavus",68.32,0.674107502501657
"80","Calomys_callosus",44.95,0.312111977307379
"81","Calomys_laucha",14,-0.854115642591013
"82","Calomys_musculinus",20.2,-0.492495057073069
"83","Calomys_tener",13.8,-0.874461852806195
"555","Phyllotis_darwini",50.82,0.406159967507303
"328","Loxodontomys_micropus",70.76,0.734148540211174
"471","Nephelomys_albigularis",60.5,0.646957427474751
"462","Nectomys_squamipes",184.98,1.76152683626265
"275","Holochilus_sciureus",120.42,1.33750820652455
"504","Oryzomys_couesi",69.29,0.792972319646587
"505","Oryzomys_palustris",53.26,0.526504612165822
"457","Neacomys_spinosus",19,-0.498717310157357
"456","Neacomys_guianae",15.87,-0.67486645507493
"493","Oligoryzomys_microtis",22.5,-0.292045258455173
"492","Oligoryzomys_longicaudatus",27.54,-0.0503169212280046
"490","Oligoryzomys_fornesi",23.27833333,-0.213416739446009
"489","Oligoryzomys_flavescens",21.3,-0.301171405789609
"488","Oligoryzomys_chacoensis",23,-0.235436297626008
"494","Oligoryzomys_nigripes",20.33,-0.360369000639011
"491","Oligoryzomys_fulvescens",25,-0.166556941841067
"754","Zygodontomys_brevicauda",52.22,0.463882766140861
"256","Handleyomys_alfaroi",49.5,0.396838355141108
"280","Hylaeamys_laticeps",49.11,0.410402881676763
"281","Hylaeamys_megacephalus",57,0.556121602090653
"487","Oecomys_paricola",73.4,0.806882224253294
"486","Oecomys_bicolor",40.74,0.213786100880974
"667","Sigmodon_hispidus",110.65,0.890746395936197
"668","Sigmodon_toltecus",83.175,0.604697751276804
"666","Sigmodon_alstoni",55.7,0.195384093867338
"389","Microtus_gregalis",36.44375,-0.470963568966636
"388","Microtus_fortis",36.44375,-0.438087286369145
"391","Microtus_maximowiczii",36.44375,-0.432439898925573
"393","Microtus_oeconomus",33.1,-0.530057895009433
"385","Microtus_agrestis",35.87,-0.449787186999561
"394","Microtus_pennsylvanicus",42.53,-0.269871590982343
"387","Microtus_californicus",57.42,0.0325930480302244
"392","Microtus_ochrogaster",42.5,-0.262984782608102
"386","Microtus_arvalis",26.9,-0.728504363297618
"395","Microtus_subterraneus",17.74,-1.14576274671058
"49","Arvicola_scherman",120,0.721383809620006
"48","Arvicola_amphibius",120,0.721233512895455
"495","Ondatra_zibethicus",991.31,2.80626028235552
"423","Myodes_rufocanus",36.43,-0.519451704719681
"421","Myodes_glareolus",20.73,-1.08051201107929
"420","Myodes_gapperi",19.83,-1.12201296980787
"424","Myodes_rutilus",19.94,-1.1154669774325
"159","Cricetus_cricetus",428.95,1.85264677713797
"379","Mesocricetus_auratus",98.6,0.387598974067192
"105","Castor_fiber",19000,3.84602702584971
"716","Thomomys_talpoides",104.64,0.0906572573307887
"188","Dipodomys_heermanni",63.08,0.749811581747086
"189","Dipodomys_merriami",37.91,0.354822916357805
"190","Dipodomys_nitratoides",41.59,0.384389523143996
"137","Chaetodipus_hispidus",37.24,-0.185120011510493
"138","Chaetodipus_spinatus",16.34,-0.974735563314578
"260","Heteromys_anomalus",69.06,0.350791857317417
"319","Liomys_adspersus",50.99,-0.00457759971529786
"531","Perognathus_parvus",21.56,-1.0071042465135
