vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Crimean-Congo_hemorrhagic_fever_virus,Meriones_hurrianae,domestic,Antibodies,0,Darwish et al. 1983
Dera_Ghazi_Khan_virus,Meriones_hurrianae,domestic,Antibodies,0,Darwish et al. 1983
Dhori_virus,Meriones_hurrianae,wild,Antibodies,0,Darwish et al. 1983
Salehabad_virus,Meriones_hurrianae,wild,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4"
Wad_Medani_virus,Meriones_hurrianae,wild,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4"
Cowpox_virus,Meriones_libycus,wild,Isolation,2,Tsanava et al. 1989
Cricetid_herpesvirus,Mesocricetus_auratus,wild,Isolation,2,Tomita & Jonas 1968 in Mahy 2008
Hamster_oral_papillomavirus,Mesocricetus_auratus,captive,PCR,2,"Iwasaki T, Maeda H, Kameyama Y, Moriyama M, Kanai S, Kurata T. Presence of a novel hamster oral papillomavirus in dysplastic lesions of hamster lingual mucosa induced by application of dimethylbenzanthracene and excisional wounding: molecular cloning and complete nucleotide sequence. J Gen Virol. 1997 May;78 ( Pt 5):1087-93. PubMed PMID: 9152427."
Hamster_parvovirus,Mesocricetus_auratus,wild,Isolation,2,Besselsen et al. 1999
Hamster_polyomavirus,Mesocricetus_auratus,domestic,PCR,2,"Simmons JH, Riley LK, Franklin CL, Besch-Williford CL. Hamster polyomavirus infection in a pet Syrian hamster (Mesocricetus auratus). Vet Pathol. 2001 Jul;38(4):441-6. PubMed PMID: 11467479."
Lymphocytic_choriomeningitis_virus,Mesocricetus_auratus,captive,Isolation,2,"[6, Parker et al. 1976"
Minatitlan_virus,Mesocricetus_auratus,domestic,Isolation,2,"Mahy, BJ The Dictionary of Virology,  Academic Press 2009"
Mobala_virus,Mesocricetus_auratus,wild,Isolation,2,Gonzalez et al. 2007
Sendai_virus,Mesocricetus_auratus,captive,Isolation,2,Profeta et al. 1969
Oriboca_virus,Metachirus_nudicaudatus,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Vesicular_stomatitis_Indiana_virus,Metachirus_nudicaudatus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Mayaro_virus,Mico_leucippe,wild,Antibodies,0,Hoch et al. 1981
Yellow_fever_virus,Mico_leucippe,wild,Antibodies,0,Hoch et al. 1981
Lymphocytic_choriomeningitis_virus,Micromys_minutus,wild,Antibodies,0,Tagliapietra et al. 2009
Rabies_virus,Micronycteris_megalotis,wild,Antibodies,0,[384]
Lagos_bat_virus,Micropteropus_pusillus,wild,Isolation,2,Calisher et al. 2006
Rift_Valley_fever_virus,Micropteropus_pusillus,wild,Isolation,2,Calisher et al. 2006
Zaire_ebolavirus,Micropteropus_pusillus,wild,PCR,2,Leroy et al. 2004
Cowpox_virus,Microtus_agrestis,wild,PCR,2,Acha & Szyfres 2003; Tryland et al. 1998
Ectromelia_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Encephalomyocarditis_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Ljungan_virus,Microtus_agrestis,wild,PCR,2,Salisbury AM et al. 2014
Lymphocytic_choriomeningitis_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Murid_herpesvirus_4,Microtus_agrestis,wild,PCR,2,Ehlers et al. 2007
Murine_pneumonia_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Sendai_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Tick-borne_encephalitis_virus,Microtus_agrestis,wild,PCR,2,Achazi et al. 2011
Tula_virus,Microtus_agrestis,wild,PCR,2,Schmidt-Chanasit et al. 2009
California_encephalitis_virus,Microtus_arvalis,wild,Antibodies,0,Mitchell et al. 1993
Encephalomyocarditis_virus,Microtus_arvalis,wild,Antibodies,0,Billinis 2009
Lymphocytic_choriomeningitis_virus,Microtus_arvalis,wild,Antibodies,0,Tagliapietra et al. 2009
Murid_herpesvirus_1,Microtus_arvalis,wild,Antibodies,0,Mistrikova & Blaskovis 1985
Tick-borne_encephalitis_virus,Microtus_arvalis,wild,PCR,2,Kozuch et al. 1990; Achazi et al. 201
Tula_virus,Microtus_arvalis,wild,PCR,2,"Schlegel M, Kindler E, Essbauer SS, Wolf R, Thiel J, Groschup MH, Heckel G, Oehme RM, Ulrich RG. Tula virus infections in the Eurasian water vole in Central Europe. Vector Borne Zoonotic Dis. 2012 Jun;12(6):503-13. doi: 10.1089/vbz.2011.0784. Epub 2012 Jan 6. PubMed PMID: 22225425."
Colorado_tick_fever_virus,Microtus_californicus,wild,Antibodies,0,"Emmons, 1994"
Isla_Vista_virus,Microtus_californicus,wild,PCR,2,Song et al. 1995
Prospect_Hill_virus,Microtus_californicus,wild,Antibodies,0,"Yanagihara R, Daum CA, Lee PW, Baek LJ, Amyx HL, Gajdusek DC, Gibbs CJ Jr. Serological survey of Prospect Hill virus infection in indigenous wild rodents in the USA. Trans R Soc Trop Med Hyg. 1987;81(1):42-5. PubMed PMID: 2895510."
Sin_Nombre_virus,Microtus_californicus,wild,Antibodies,0,"Bennett SG, Webb JP Jr, Madon MB, Childs JE, Ksiazek TG, Torrez-Martinez N, Hjelle B. Hantavirus (Bunyaviridae) infections in rodents from Orange and San Diego counties, California. Am J Trop Med Hyg. 1999 Jan;60(1):75-84. PubMed PMID: 9988327."
St._Louis_encephalitis_virus,Microtus_californicus,wild,Antibodies,0,Hardy et al. 1974
Volepox_virus,Microtus_californicus,wild,Isolation,2,Regnery DC (1987) Isolation and partial characterization of an orthopoxvirus from a California vole (Microtus californicus). Archieves of Virology 94: 159_162.
Khabarovsk_virus,Microtus_fortis,wild,Isolation,2,"H_rling J, Chizhikov V, Lundkvist A, Jonsson M, Ivanov L, Dekonenko A, Niklasson B, Dzagurova T, Peters CJ, Tkachenko E, Nichol S. Khabarovsk virus: a phylogenetically and serologically distinct hantavirus isolated from Microtus fortis trapped in far-east Russia. J Gen Virol. 1996 Apr;77 ( Pt 4):687-94. PubMed PMID: 8627257."
Seoul_virus,Microtus_fortis,wild,PCR,2,"Weng JQ, Xie RH, Yao PP, Li MH, Xu F, Lu YY, Zhu HP, Cui QR, Zhu ZY. [Molecular characterization of hantavirus Zhejiang isolate ZT10 strain from M. fartis]. Zhonghua Shi Yan He Lin Chuang Bing Du Xue Za Zhi. 2008 Feb;22(1):2-5. Chinese. PubMed PMID: 18414685."
California_encephalitis_virus,Microtus_gregalis,wild,Antibodies,0,Mitchell et al. 1993
Omsk_hemorrhagic_fever_virus,Microtus_gregalis,wild,Isolation,2,[34]
Lymphocytic_choriomeningitis_virus,Microtus_levis,wild,Antibodies,0,Tagliapietra et al. 2009
Tula_virus,Microtus_levis,wild,PCR,2,"Schlegel M, Kindler E, Essbauer SS, Wolf R, Thiel J, Groschup MH, Heckel G, Oehme RM, Ulrich RG. Tula virus infections in the Eurasian water vole in Central Europe. Vector Borne Zoonotic Dis. 2012 Jun;12(6):503-13. doi: 10.1089/vbz.2011.0784. Epub 2012 Jan 6. PubMed PMID: 22225425."
Khabarovsk_virus,Microtus_maximowiczii,wild,PCR,2,"Cong ML, Guo WP, Wang JB, Wang W, Zhou RH, Li MH, Zhang JN, Zhang YZ. [Genetic characteristics of hantaviruses carried by Microtus maximowixzii in Yakeshi of Inner Mongolia, China]. Zhonghua Liu Xing Bing Xue Za Zhi. 2012 Aug;33(8):832-5. Chinese. PubMed PMID: 22967339."
Sin_Nombre_virus,Microtus_ochrogaster,wild,Antibodies,0,Torres-Perez 2010
Borna_disease_virus,Microtus_oeconomus,wild,Antibodies,0,Kinnunen et al. 2007
California_encephalitis_virus,Microtus_oeconomus,wild,Antibodies,0,Mitchell et al. 1993
Cowpox_virus,Microtus_oeconomus,wild,Isolation,2,Lvov et al. 1988
Khabarovsk_virus,Microtus_oeconomus,wild,PCR,2,Plyusnina et a; 2008
Omsk_hemorrhagic_fever_virus,Microtus_oeconomus,wild,Isolation,2,[6]
Eastern_equine_encephalitis_virus,Microtus_pennsylvanicus,wild,Antibodies,0,Karabatsos 1985 in Day et al. 1996
Mammalian_orthoreovirus,Microtus_pennsylvanicus,wild,Antibodies,0,Descoteaux 1992 Rev Sci Tech
Murid_herpesvirus_5,Microtus_pennsylvanicus,wild,Isolation,2,Melendez et al. 1967
Prospect_Hill_virus,Microtus_pennsylvanicus,wild,Isolation,2,"Lee PW, Amyx HL, Yanagihara R, Gajdusek DC, Goldgaber D, Gibbs CJ Jr. Partial characterization of Prospect Hill virus isolated from meadow voles in the United States. J Infect Dis. 1985 Oct;152(4):826-9. PubMed PMID: 3930622."
Sin_Nombre_virus,Microtus_pennsylvanicus,wild,Antibodies,0,Torres-Perez 2010
Theilovirus,Microtus_pennsylvanicus,wild,Antibodies,0,Descoteauz & Mihok 1986
Tula_virus,Microtus_subterraneus,wild,PCR,2,Korva et al. 2009
Dera_Ghazi_Khan_virus,Millardia_meltada,wild,Antibodies,0,Darwish et al. 1983
Tamana_bat_virus,Mimon_crenulatum,wild,Antibodies,0,Price 1978
Japanese_encephalitis_virus,Miniopterus_fuliginosus,wild,Antibodies,0,Cui et al. 2008
Yokose_virus,Miniopterus_fuliginosus,wild,Antibodies,0,Tajima 2005
Lake_Victoria_marburgvirus,Miniopterus_inflatus,wild,PCR,2,Swanepoel et al. 2007
Australian_bat_lyssavirus,Miniopterus_schreibersii,wild,Antibodies,0,Arguin et al. 2002
Duvenhage_virus,Miniopterus_schreibersii,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Miniopterus_schreibersii,wild,PCR,2,Serra-Cobo et al. 2002
European_bat_lyssavirus_2,Miniopterus_schreibersii,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Miniopterus_schreibersii,wild,Isolation,2,Taylor et al. (EID database); Calisher et al.
Kyasanur_Forest_disease_virus,Miniopterus_schreibersii,wild,Antibodies,0,Bhat et al. 1978
Rift_Valley_fever_virus,Miniopterus_schreibersii,wild,Isolation,2,Konstantinov et al. 2006
West_Caucasian_bat_virus,Miniopterus_schreibersii,wild,Isolation,2,Calisher et al. 2006
Yokose_virus,Miniopterus_schreibersii,wild,Isolation,2,Calishers et al. 2006; Gonzalez et al. 2008; Tajima et al. 2005; Wong et al. 2007
Simian_immunodeficiency_virus,Miopithecus_talapoin,wild,Isolation,2,Peeters et al. 2002
Southern_elephant_seal_virus,Mirounga_leonina,wild,Antibodies,0,"La Linn M, Gardner J, Warrilow D, Darnell GA, McMahon CR, Field I, Hyatt AD ,Slade RW, Suhrbier A. Arbovirus of marine mammals: a new alphavirus isolated from the elephant seal louse, Lepidophthirus macrorhini. J Virol. 2001. May;75(9):4103-9."
Rabies_virus,Molossops_neglectus,arw,Antibodies,0,[433]
Catu_virus,Molossus_molossus,wild,Isolation,2,Calisher et al. 2006
Dengue_virus,Molossus_molossus,wild,Antibodies,0,Price 1978
Ilheus_virus,Molossus_molossus,wild,Antibodies,0,Price et al. 1978
Rabies_virus,Molossus_molossus,wild,Isolation,2,"[417, 426]"
Rio_Bravo_virus,Molossus_molossus,wild,Antibodies,0,[364]
St._Louis_encephalitis_virus,Molossus_molossus,wild,Antibodies,0,Price 1978
Yellow_fever_virus,Molossus_molossus,wild,Antibodies,0,Price 1978
Dengue_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Ilheus_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Manzanilla_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Mucambo_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Rabies_virus,Molossus_rufus,wild,Isolation,2,Kobayashi et al. 2005
Rio_Bravo_virus,Molossus_rufus,wild,Isolation,2,Price 1978
St._Louis_encephalitis_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Tamana_bat_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Yellow_fever_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Rabies_virus,Mormoops_megalophylla,wild,antigen,0,[421]
Rio_Bravo_virus,Mormoops_megalophylla,wild,Antibodies,0,[364]
Tamana_bat_virus,Mormoops_megalophylla,wild,Antibodies,0,Price 1978
Thogoto_virus,Mungos_mungo,wild,Isolation,2,Ogen-Odoi et al. 1999
Foot-and-mouth_disease_virus,Muntiacus_muntjak,wild,Antibodies,0,"Barman et al., 1999; From Weaver and Karesh In Press"
Japanese_encephalitis_virus,Murina_aurata,wild,Isolation,2,Wang et al. 2009
Irkut_virus,Murina_leucogaster,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Murina_leucogaster,wild,Antibodies,0,Miura et al. 1970
Encephalomyocarditis_virus,Mus_booduga,wild,Isolation,2,Tesh and Wallace 1978
Kyasanur_Forest_disease_virus,Mus_booduga,wild,Antibodies,0,Webb et al. 1965
Murid_herpesvirus_1,Mus_cervicolor,wild,PCR,2,Ehlers et al. 2007
Murine_leukemia_virus,Mus_cervicolor,wild,Isolation,2,Prassolov et al. 2001
Anopheles_B_virus,Mus_musculus,domestic,Isolation,2,da Rosa et al. 1992
Cowpox_virus,Mus_musculus,wild,Antibodies,0,Crouch et al. 1995
Eastern_equine_encephalitis_virus,Mus_musculus,wild,Isolation,2,Goldfield et al. 1968
Ectromelia_virus,Mus_musculus,captive,Isolation,2,"Esteban DJ, Buller RM. Ectromelia virus: the causative agent of mousepox. J Gen Virol. 2005 Oct;86(Pt 10):2645-59. Review. PubMed PMID: 16186218."
Encephalomyocarditis_virus,Mus_musculus,domestic,Isolation,2,Jungeblut et al. 1943
Hepatitis_E_virus,Mus_musculus,domestic,Antibodies,0,Favorov et al. 2000
Junin_virus,Mus_musculus,domestic,Isolation,2,"Viral infections of humans: epidemiology and control By Alfred S. Evans, Richard A. Kaslow"
Lactate_dehydrogenase-elevating_virus,Mus_musculus,wild,Isolation,2,[117]
Ljungan_virus,Mus_musculus,wild,PCR,2,Salisbury AM et al. 2014
Lymphocytic_choriomeningitis_virus,Mus_musculus,domestic,Isolation,2,Gonzalez et al. 2007
Machupo_virus,Mus_musculus,wild,Isolation,2,Gonzalez et al. 2007
Minute_virus_of_mice,Mus_musculus,wild,Isolation,2,"[117, Crawford 1966"
Moloney_murine_sarcoma_virus,Mus_musculus,captive,Isolation,2,Moloney et al. 1966
Mouse_mammary_tumor_virus,Mus_musculus,domestic,Isolation,2,Lyons & Moore 1965
Mouse_parvovirus_1,Mus_musculus,captive,PCR,2,"Macy JD, Paturzo FX, Ball-Goodrich LJ, Compton SR. A PCR-based strategy for detection of mouse parvovirus. J Am Assoc Lab Anim Sci. 2009 May;48(3):263-7. PubMed PMID: 19476714; PubMed Central PMCID: PMC2696828."
Mucambo_virus,Mus_musculus,domestic,Isolation,2,Attoui et al. 2007
Murid_herpesvirus_1,Mus_musculus,ILL,isolation,2,"Henson D, Strano AJ, Slotnik M, Goodheart C. Mouse cytomegalovirus: isolation from spleen and lymph nodes of chronically infected mice. Proc Soc Exp Biol Med. 1972 Jul;140(3):802-6. PubMed PMID: 4339063."
Murid_herpesvirus_3,Mus_musculus,wild,Isolation,2,[64]
Murine_adenovirus_A,Mus_musculus,wild,Isolation,2,Hartley & Rowe 1960
Murine_adenovirus_B,Mus_musculus,domestic,Isolation,2,Klempa et al.
Murine_hepatitis_virus,Mus_musculus,domestic,Isolation,2,Hierholzer et al. 1979
Murine_leukemia_virus,Mus_musculus,domestic,Isolation,2,Jenkins et al. 1982.
Murine_norovirus_1,Mus_musculus,wild,PCR,2,"Smith, D. B., N. McFadden, R. J. Blundell, A. Meredith, and P. Simmonds. 2012. Diversity of murine norovirus in wild-rodent populations: species-specific associations suggest an ancient divergence. Journal of General Virology 93:259-266."
Murine_pneumonia_virus,Mus_musculus,domestic,PCR,2,"McInnes EF, Rasmussen L, Fung P, Auld AM, Alvarez L, Lawrence DA, Quinn ME, del Fierro GM, Vassallo BA, Stevenson R. Prevalence of viral, bacterial and parasitological diseases in rats and mice used in research environments in Australasia over a 5-y period. Lab Anim (NY). 2011 Oct 20;40(11):341-50. doi: 10.1038/laban1111-341. Erratum in: Lab Anim (NY). 2012 Feb;41(2):50. Utteridge, Tammy D [removed]. PubMed PMID: 22012194."
Murine_pneumotropic_virus,Mus_musculus,captive,Isolation,2,"Kilham, L. & Murphy, H. W. (1953). A pneumotropic virus isolated from C3H mice carrying the Bittner milk agent. Proc Soc Exp Biol Med 82, 133_137."
Murine_polyomavirus,Mus_musculus,captive,Isolation,2,"Rowe, W.P., Hartley, J.W., Estes. J.D. and Huebner, R.J. (1959) Studies of mouse polyoma infection. I. Procedures for quantitation and detection of virus. J. Exp. Med. 109, 379-391."
Nipah_virus,Mus_musculus,wild,Isolation,2,WHO
Rabies_virus,Mus_musculus,domestic,Antibodies,0,[232]
Saboya_virus,Mus_musculus,wild,Isolation,2,Fontenille et al. 1994; Saluzzo et al. 1986; Grard et al. 2010
Sendai_virus,Mus_musculus,domestic,Isolation,2,Faisca et al. 2007
St._Louis_encephalitis_virus,Mus_musculus,domestic,Isolation,2,Kramer et al. 2001
Theilovirus,Mus_musculus,domestic,Isolation,2,Liang et al J. Virol. December 2008 vol. 82 no. 23 11545-11554
Venezuelan_equine_encephalitis_virus,Mus_musculus,wild,Isolation,2,Sudia & Newhouse 1975
Western_equine_encephalitis_virus,Mus_musculus,domestic,Antibodies,0,Hardy et al. 1974
Zaire_ebolavirus,Mus_setulosus,wild,PCR,2,Morvan et al. 1999
Murine_leukemia_virus,Mus_spicilegus,wild,PCR,2,Tipper et al. 2005
Lymphocytic_choriomeningitis_virus,Mus_spretus,wild,Antibodies,0,Tagliapietra et al. 2009
Rabbit_hemorrhagic_disease_virus,Mus_spretus,wild,PCR,2,[231]
Aleutian_mink_disease_virus,Mustela_lutreola,domestic,PCR,2,Manas et al. 2001
Suid_herpesvirus_1,Mustela_lutreola,domestic,Isolation,2,Christodoulou et al. 1970
Sendai_virus,Mustela_nigripes,wild,Isolation,2,"Beran & Steele  Handbook of Zoonoses: Viral, CRC Press 1994 pg. 253-254"
Encephalomyocarditis_virus,Myocastor_coypus,wild,Antibodies,0,Bollo et al. 2003
Rabies_virus,Myocastor_coypus,wild,Antibodies,0,Childs et al. 1997
Vesicular_stomatitis_Indiana_virus,Myocastor_coypus,wild,plaque reduction neutralization,1,Aguirre et al. 1992
Colorado_tick_fever_virus,Myodes_gapperi,wild,Antibodies,0,Bowen et al. 1981
Ljungan_virus,Myodes_gapperi,wild,PCR,2,Tolf C et al. 2009
Prospect_Hill_virus,Myodes_gapperi,wild,Antibodies,0,"Yanagihara R, Daum CA, Lee PW, Baek LJ, Amyx HL, Gajdusek DC, Gibbs CJ Jr. Serological survey of Prospect Hill virus infection in indigenous wild rodents in the USA. Trans R Soc Trop Med Hyg. 1987;81(1):42-5. PubMed PMID: 2895510."
Borna_disease_virus,Myodes_glareolus,wild,Antibodies,0,Kinnunen et al. 2007
California_encephalitis_virus,Myodes_glareolus,wild,Antibodies,0,Mitchell et al. 1993
Cowpox_virus,Myodes_glareolus,wild,PCR,2,Acha & Szyfres 2003; Chantrey et al. 1999
Encephalomyocarditis_virus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980
Ljungan_virus,Myodes_glareolus,wild,Isolation,2,Niklasson et al. 1999
Louping_ill_virus,Myodes_glareolus,wild,Antibodies,0,Gilbert et al. 2000
Lymphocytic_choriomeningitis_virus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980; Tagliapietra et al. 2009
Murid_herpesvirus_4,Myodes_glareolus,wild,Isolation,2,"[196, Ehlers et al. 2007]"
Murine_pneumonia_virus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980
Puumala_virus,Myodes_glareolus,wild,PCR,2,"[6, 124]"
Sendai_virus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980
Theilovirus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980
Thiafora_virus,Myodes_glareolus,wild,Antibodies,0,Woessner et al. 2000
Tick-borne_encephalitis_virus,Myodes_glareolus,wild,PCR,2,Weidmann et al. 2006
Uukuniemi_virus,Myodes_glareolus,wild,Antibodies,0,Traavik et al. 1977
Puumala_virus,Myodes_regulus,wild,PCR,2,[141]
Cowpox_virus,Myodes_rufocanus,wild,PCR,2,Tryland et al. 1998
Puumala_virus,Myodes_rufocanus,wild,Isolation,2,[124]
Bunyamwera_virus,Myodes_rutilus,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984"""
California_encephalitis_virus,Myodes_rutilus,wild,Antibodies,0,Mitchell et al. 1993
Cowpox_virus,Myodes_rutilus,wild,PCR,2,Tryland et al. 1998
Powassan_virus,Myodes_rutilus,wild,Antibodies,0,"Deardoff et al. 2013, EID"
Tick-borne_encephalitis_virus,Myodes_rutilus,wild,PCR,2,Bakhvalova et al. 2006
Zaire_ebolavirus,Myonycteris_torquata,wild,PCR,2,Leroy et al. 2004
Rabies_virus,Myotis_albescens,wild,antigen,0,"[414, 435]"
Rabies_virus,Myotis_austroriparius,wild,antigen,0,Constantine 1979
Aravan_virus,Myotis_blythii,wild,Isolation,2,Calisher et al. 2006
Issyk-Kul_virus,Myotis_blythii,wild,Isolation,2,Calisher et al. 2006; Lvov et al. 1973
Rabies_virus,Myotis_californicus,wild,PCR,2,Blanton et al. 2008
Rabies_virus,Myotis_chiloensis,wild,PCR,2,de Mattos et al. 2000
European_bat_lyssavirus_1,Myotis_dasycneme,wild,Isolation,2,Muller et al. 2004
European_bat_lyssavirus_2,Myotis_dasycneme,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Myotis_daubentonii,wild,Isolation,2,Muller et al. 2004
European_bat_lyssavirus_2,Myotis_daubentonii,wild,Isolation,2,Calisher et al. 2006
Nipah_virus,Myotis_daubentonii,wild,Antibodies,0,Li et al. 2008. EID
Rabies_virus,Myotis_evotis,wild,PCR,2,Blanton et al. 2008
Rabies_virus,Myotis_grisescens,wild,PCR,2,Blanton et al. 2008
California_encephalitis_virus,Myotis_keenii,wild,Antibodies,0,Main 1979
Eastern_equine_encephalitis_virus,Myotis_keenii,wild,Antibodies,0,Main 1979
Rabies_virus,Myotis_keenii,wild,Isolation,2,Main 1979
Rabies_virus,Myotis_leibii,wild,Isolation,2,[421]
Rabies_virus,Myotis_levis,wild,Antigens,0,Martorelli et al. 2009
Eastern_equine_encephalitis_virus,Myotis_lucifugus,wild,Antibodies,0,Sulkin & Allen 1974
Montana_myotis_leukoencephalitis_virus,Myotis_lucifugus,wild,Isolation,2,Calisher et al. 2006
Rabies_virus,Myotis_lucifugus,wild,PCR,2,Blanton et al. 2008
St._Louis_encephalitis_virus,Myotis_lucifugus,wild,Antibodies,0,Herbold et al. 1983
West_Nile_virus,Myotis_lucifugus,wild,Antibodies,0,Pilipski et al. 2004
